Species,Type,WindExposition,Slope,Ruggedness,Roughness,Elevation,pH,Longitude,Latitude,Drainage,DistanceToTheCoast,DistanceToNearestRiver,CalciumContent,Aspect Eastness,Aspect Northness,DistanceToTheRoad,Possum,RedDeer,Rats,BIOEnd1,BIOEnd2,BIOEnd3,BIOEnd4,BIOEnd5,BIOEnd6,BIOEnd7,BIOEnd8,BIOEnd9,BIOEnd10,BIOEnd11,BIOEnd12,BIOEnd13,BIOEnd14,BIOEnd15,BIOEnd16,BIOEnd17,BIOEnd18,BIOEnd19,Model
Fuscospora fusca,Ds,0.1040,9.7570,16.4425,54.5081,304.8580,0.5887,1.7000,1.4124,0.6220,24563.2500,1068.6530,0.5130,0.7430,0.6650,4440.2563,0.1634,0.6290,0.0000,1.6197,1.4386,0.0295,0.3423,1.8356,1.8380,2.2001,1.7715,2.4197,1.5217,1.8098,949.4890,135.0657,42.8800,9.0901,310.2640,175.3000,210.6539,221.0857,RFEnsemble
Fuscospora fusca,I,1.0403,13.1200,21.1098,66.9333,480.9484,5.1769,174.2356,-40.6936,4.6705,39630.1094,1346.0532,1.4513,-0.0035,-0.0292,2662.6968,0.9956,-0.5599,-1.0002,11.7729,8.9127,0.4485,3.5101,22.4711,2.6126,19.8585,10.6160,13.4828,16.3116,7.3362,1758.8152,272.0869,58.5131,43.1993,610.3814,279.6590,378.7151,482.7252,RFEnsemble
Fuscospora fusca,Gr,0.0040,-6.1455,-8.4610,-28.3900,-369.7342,0.2955,2.7951,2.4557,-0.0015,-19864.8789,-45.4335,0.1156,-0.0647,-0.0733,-2028.2900,0.0091,0.2175,-0.0002,2.5547,-0.5329,0.0193,-0.4896,1.2580,3.3758,-2.1179,1.7339,3.2472,1.9906,3.2744,-39.1412,-6.7838,-5.8880,0.3708,-4.4755,-19.7510,-21.4466,41.8817,RFEnsemble
Metrosideros diffusa,D,0.9968,10.7587,17.3073,55.1026,337.7637,5.2685,173.2734,-41.0365,4.2596,29121.1934,1481.9224,1.5549,-0.0181,-0.0064,2733.8772,0.9845,-0.1164,-0.9990,12.4532,9.1606,0.4579,3.4724,23.1081,3.0979,20.0101,11.5472,13.8111,16.9181,8.0347,1728.6110,274.4775,55.1600,46.2393,609.1647,271.4875,383.6864,461.3325,RFEnsemble
Metrosideros diffusa,Is,0.0889,7.2130,11.3912,36.6436,276.6763,0.3051,0.9745,0.9724,0.5867,24446.0469,944.9786,0.4889,0.6698,0.7237,3996.4177,0.2069,0.2388,0.0000,1.4264,0.8694,0.0237,0.1861,1.4018,1.5409,1.2649,1.3916,1.4643,1.3038,1.5430,370.0248,48.8165,18.9985,3.6391,119.7262,67.5327,77.0689,103.9781,RFEnsemble
Metrosideros diffusa,Ds,0.1012,9.5020,15.4048,49.9641,286.8846,0.4798,2.9463,3.1620,1.0407,23890.8047,1453.2926,0.6498,0.7164,0.6974,5734.4067,0.1698,0.9934,0.0010,2.2077,1.2774,0.0274,0.3453,2.0390,2.5445,2.1286,1.7998,3.1463,2.0522,2.5185,1058.9541,148.3673,47.1663,8.6878,345.3953,197.1668,272.3886,229.0832,RFEnsemble
Metrosideros diffusa,I,1.1684,15.1727,22.7793,72.2176,969.6973,4.7620,175.8941,-39.5555,4.6928,58578.2266,1548.7388,1.2621,0.1574,-0.0539,5015.9692,0.9784,-0.9711,-1.0000,9.4644,7.1877,0.4004,3.4561,19.4144,1.4675,17.9470,7.8868,11.7896,14.0142,5.2042,1929.2167,279.2616,72.3324,37.2740,649.0643,320.3484,402.2050,549.6284,RFEnsemble
Metrosideros diffusa,Gr,0.1716,4.4140,5.4720,17.1150,631.9336,-0.5066,2.6207,1.4811,0.4332,29457.0332,66.8164,-0.2928,0.1755,-0.0476,2282.0920,-0.0062,-0.8547,-0.0010,-2.9888,-1.9729,-0.0575,-0.0163,-3.6936,-1.6304,-2.0631,-3.6604,-2.0216,-2.9039,-2.8305,200.6057,4.7841,17.1724,-8.9653,39.8996,48.8609,18.5186,88.2959,RFEnsemble
Coprosma foetidissima,D,1.0630,14.9504,23.4470,76.0440,584.0247,4.8971,170.7980,-43.6943,4.1697,31505.1504,1872.8401,1.2083,-0.0182,0.0431,8365.6221,0.9315,-0.5923,-0.9800,9.8138,7.5388,0.4285,3.2161,19.3918,1.7774,17.6145,9.2710,10.7513,13.9587,5.7477,2249.0291,327.8660,84.3233,37.4121,752.7360,385.7870,535.6950,546.7661,RFEnsemble
Coprosma foetidissima,Is,0.1131,10.3943,17.1352,55.9602,312.3409,0.5096,3.2047,2.6820,0.7892,23293.8496,1002.4531,0.5898,0.7253,0.6878,7615.6040,0.1205,0.8343,0.0000,1.9497,1.3192,0.0331,0.2944,2.0708,1.9978,1.9728,1.7093,2.9040,1.8571,2.1474,1304.0201,177.3902,62.5172,7.9922,418.3600,250.4662,338.6704,270.3476,RFEnsemble
Coprosma foetidissima,Ds,0.1189,10.8595,17.6358,57.9102,526.4657,0.4687,3.1686,2.9569,1.0819,36368.9688,1546.9542,0.4411,0.6959,0.7166,12044.9531,0.3637,0.8057,0.1988,2.0170,1.2640,0.0470,0.3763,1.5693,2.3352,1.8947,2.3342,2.1903,1.6494,2.3799,1346.4719,203.5667,50.6573,4.6446,465.5681,231.9863,381.1010,266.9722,RFEnsemble
Coprosma foetidissima,I,1.0271,14.2804,22.4783,71.6080,524.4321,5.0477,173.0231,-41.5352,4.5511,37710.9648,1328.3611,1.4367,-0.0264,-0.0134,4441.5786,0.9927,-0.5513,-1.0000,11.2524,8.8915,0.4427,3.5723,22.0576,1.9969,20.0608,10.4454,12.5328,15.8522,6.7093,2172.9409,331.9298,76.1807,43.0470,746.0001,357.9070,490.4958,554.4708,RFEnsemble
Coprosma foetidissima,Gr,-0.0359,-0.6700,-0.9687,-4.4360,-59.5925,0.1506,2.2251,2.1592,0.3814,6205.8145,-544.4790,0.2285,-0.0082,-0.0565,-3924.0435,0.0612,0.0410,-0.0200,1.4386,1.3527,0.0142,0.3562,2.6658,0.2195,2.4463,1.1744,1.7816,1.8935,0.9615,-76.0881,4.0638,-8.1426,5.6349,-6.7358,-27.8799,-45.1992,7.7047,RFEnsemble
Lophozonia menziesii,D,1.0701,18.9454,29.4231,95.1801,797.2070,4.6900,170.0210,-44.2367,4.1676,40440.4531,1559.4198,1.4091,0.0667,-0.0298,8257.1689,0.9809,-0.6109,-1.0001,8.6948,8.1211,0.4216,3.5563,19.2719,-0.0260,19.2980,8.3550,9.6690,13.2495,4.1455,2236.6377,326.5283,86.5152,37.3207,741.1940,390.7905,505.3576,543.2935,RFEnsemble
Lophozonia menziesii,Is,0.1098,9.3903,15.4960,50.6132,300.0500,0.4487,2.9623,2.4854,0.7025,25101.6914,1060.6726,0.5810,0.7131,0.6994,7009.3813,0.1388,0.8359,0.0551,1.7953,1.4063,0.0337,0.2983,1.9253,1.9690,2.0982,1.5678,2.7454,1.6883,2.0146,1211.8597,168.6275,54.1646,7.8652,395.3434,226.4798,323.9020,251.6565,RFEnsemble
Lophozonia menziesii,Ds,0.1170,12.4281,20.6750,68.0129,473.0154,0.5736,2.1086,2.0320,1.0684,28081.6562,1029.4788,0.5684,0.7346,0.6746,8756.0986,0.1948,0.7917,0.0001,1.5671,1.3684,0.0439,0.4602,1.7930,1.6952,2.3257,2.0296,1.7711,1.3357,1.8833,888.8707,130.6165,39.9475,6.0591,294.9718,161.4645,189.8439,215.9923,RFEnsemble
Lophozonia menziesii,I,1.0263,14.3426,22.8346,72.6909,487.8036,5.1637,173.6027,-41.1533,4.6071,37231.9336,1342.9912,1.4125,-0.0428,-0.0220,3843.4956,0.9905,-0.5484,-0.9986,11.6281,8.9501,0.4455,3.5525,22.4130,2.3659,20.0474,10.6571,13.0761,16.2099,7.1206,1965.4163,303.5388,66.9602,43.8661,680.3836,317.5215,440.0696,514.0234,RFEnsemble
Lophozonia menziesii,Gr,-0.0438,-4.6028,-6.5885,-22.4892,-309.4034,0.4737,3.5817,3.0835,0.4395,-3208.5195,-216.4286,0.0034,-0.1095,0.0078,-4413.6733,0.0095,0.0625,0.0014,2.9333,0.8290,0.0238,-0.0039,3.1411,2.3919,0.7494,2.3021,3.4071,2.9604,2.9750,-271.2214,-22.9895,-19.5549,6.5453,-60.8104,-73.2689,-65.2880,-29.2701,RFEnsemble
Brachyglottis repanda,D,1.0230,11.5914,18.4884,58.3427,459.0264,5.1349,175.2152,-39.6177,4.7238,40221.0234,1266.2028,1.4706,-0.0192,0.0242,2298.2349,0.9960,-0.5580,-1.0001,12.2637,9.3154,0.4541,3.5779,23.1921,2.7005,20.4916,10.8258,14.4081,16.9003,7.7479,1896.0557,295.9469,60.8849,44.1224,662.2567,295.0150,395.5855,533.2654,RFEnsemble
Brachyglottis repanda,Is,0.1013,7.0752,11.5062,36.8632,143.4350,0.2863,1.3933,2.4847,1.1126,13859.7998,2495.9082,0.6732,0.7103,0.7026,1260.9222,0.2435,0.9699,0.0410,1.4720,1.0514,0.0249,0.2170,1.5076,1.6480,1.6123,1.4725,1.6838,1.3975,1.6326,267.1972,42.8601,11.1483,6.2318,97.4856,44.4144,55.4459,89.2701,RFEnsemble
Brachyglottis repanda,Ds,0.1130,8.4252,13.5922,43.6221,265.6721,0.4566,1.9434,1.5310,0.6320,23592.6406,987.4733,0.6096,0.7143,0.6992,3106.2458,0.0905,0.8298,0.0108,1.4935,1.2299,0.0263,0.2326,1.7708,1.4856,1.8180,1.5393,1.5169,1.4578,1.5675,539.6874,71.3210,26.8955,7.7556,171.0017,102.9160,111.2803,145.8993,RFEnsemble
Brachyglottis repanda,I,0.9984,8.4386,13.8923,43.7551,152.2892,5.4576,174.8206,-38.6380,3.9056,11696.3389,2048.3323,1.5172,-0.0371,-0.0182,971.2457,0.9699,0.2433,-0.9992,14.6094,8.1686,0.4522,3.1452,24.1718,6.1222,18.0495,13.0317,16.7334,18.7063,10.6817,1356.2860,226.0009,36.4944,48.7026,502.3300,193.0150,270.8906,417.0955,RFEnsemble
Brachyglottis repanda,Gr,-0.0246,-3.1528,-4.5961,-14.5876,-306.7371,0.3227,-0.3946,0.9797,-0.8182,-28524.6836,782.1295,0.0466,-0.0180,-0.0424,-1326.9893,-0.0261,0.8014,0.0009,2.3457,-1.1469,-0.0019,-0.4327,0.9797,3.4216,-2.4420,2.2060,2.3253,1.8061,2.9338,-539.7697,-69.9460,-24.3906,4.5801,-159.9267,-102.0000,-124.6949,-116.1699,RFEnsemble
Archeria traversii,D,1.0674,15.7064,24.8354,79.3374,512.1081,4.9927,173.3568,-41.4317,4.4472,25314.1680,1407.4751,1.3140,0.0262,-0.0257,5009.9946,0.9951,-0.6787,-0.9999,11.3002,7.9109,0.4343,3.3081,21.1584,2.9178,18.2407,10.1472,12.9925,15.5831,7.1294,2001.8562,302.4313,70.8777,40.2895,686.6584,327.0396,432.1322,546.2513,RFEnsemble
Archeria traversii,Is,0.1127,9.4263,17.3399,57.6551,354.0619,0.3543,2.2858,1.6097,0.7613,23320.7734,1046.1537,0.4895,0.7337,0.6709,11341.6035,0.3317,0.3571,0.0987,1.7208,1.7289,0.0435,0.3188,2.3368,1.5536,2.5266,1.7833,2.6510,1.7303,1.7680,1586.5820,211.9235,81.3631,7.6325,507.4863,310.7706,437.4897,310.6169,RFEnsemble
Archeria traversii,Ds,0.1116,8.7089,14.6627,48.1070,348.5264,0.4113,3.5173,3.1168,0.8698,22267.4512,1003.1754,0.5149,0.7027,0.7106,7058.5215,0.0990,0.7344,0.0161,2.1375,0.9975,0.0336,0.2821,2.1359,1.9979,1.4310,1.8890,2.8386,2.0583,2.3113,728.5416,108.5649,29.6503,6.4006,248.3392,128.1864,185.9409,176.7862,RFEnsemble
Archeria traversii,I,1.0454,24.6932,38.7829,125.2701,789.4107,4.5348,170.8898,-43.0072,4.5360,38912.2109,1495.3138,1.2882,-0.0276,0.1037,9919.5898,0.9434,-0.9341,-0.9951,9.4680,8.4219,0.4159,3.7059,20.4446,0.3336,20.1108,9.1576,10.1748,14.2381,4.7445,3408.2373,494.8759,135.8174,38.0345,1131.7587,601.1556,809.8590,785.8445,RFEnsemble
Archeria traversii,Gr,-0.0220,8.9868,13.9475,45.9327,277.3026,-0.4579,-2.4670,-1.5754,0.0888,13598.0430,87.8387,-0.0258,-0.0538,0.1293,4909.5952,-0.0517,-0.2554,0.0047,-1.8321,0.5110,-0.0184,0.3978,-0.7138,-2.5842,1.8701,-0.9895,-2.8177,-1.3450,-2.3849,1406.3811,192.4446,64.9397,-2.2550,445.1003,274.1161,377.7268,239.5932,RFEnsemble
Cyathea dealbata,D,1.0246,17.3594,27.5015,87.8018,501.5424,4.4959,173.0376,-41.0593,4.8590,29595.6074,1331.4585,1.1403,-0.1053,0.0167,4492.7129,0.9943,-0.9038,-0.9949,11.5023,8.7830,0.4415,3.5250,22.1471,2.2295,19.9175,10.2930,13.7110,16.0607,7.0260,2555.4485,371.3441,95.2358,37.5598,849.9889,434.7359,540.8305,667.5607,RFEnsemble
Cyathea dealbata,Is,0.1031,7.2229,11.8522,37.6569,210.9010,0.2685,1.3904,1.8144,1.0539,22801.3340,1638.9860,0.6592,0.7128,0.7011,1743.5436,0.1789,0.9996,0.0183,1.5575,1.2061,0.0227,0.2820,1.4222,1.9735,1.9643,1.5662,1.6977,1.3809,1.8087,361.7527,55.0533,15.5806,6.9329,124.6406,61.9223,74.3013,108.9786,RFEnsemble
Cyathea dealbata,Ds,0.1089,8.9506,14.8324,48.6389,246.8511,0.3028,1.8364,1.4770,0.4174,23282.9453,1024.8625,0.4404,0.7163,0.6896,4535.9512,0.1066,0.4278,0.1004,1.0447,1.1159,0.0218,0.3078,1.2702,1.4550,1.9844,1.3687,1.0583,0.9439,1.2461,521.1744,68.0241,30.5581,5.9166,160.5605,108.9689,123.8017,127.4167,RFEnsemble
Cyathea dealbata,I,0.9980,9.0211,14.7973,46.4352,256.4886,5.4205,175.4753,-38.7703,4.2439,26228.6309,1496.7853,1.6077,-0.0074,-0.0158,1224.6591,0.9838,-0.0316,-0.9997,13.8419,8.9889,0.4599,3.3716,24.2078,4.6793,19.5285,12.3080,15.9317,18.2221,9.6110,1496.6589,247.8907,41.4666,48.3646,547.2704,216.1362,306.2072,446.9335,RFEnsemble
Cyathea dealbata,Gr,-0.0266,-8.3383,-12.7042,-41.3665,-245.0537,0.9246,2.4376,2.2889,-0.6151,-3366.9766,165.3268,0.4674,0.0978,-0.0326,-3268.0537,-0.0105,0.8722,-0.0048,2.3395,0.2059,0.0185,-0.1535,2.0608,2.4498,-0.3890,2.0151,2.2206,2.1614,2.5850,-1058.7896,-123.4533,-53.7693,10.8048,-302.7185,-218.5997,-234.6233,-220.6271,RFEnsemble
Coprosma lucida,D,1.0974,17.7358,28.0372,89.3796,717.4651,5.0684,174.9755,-40.1116,4.7410,44821.5781,1613.8301,1.4302,0.0666,0.0176,3587.7397,0.9890,-0.9474,-0.9999,10.9577,8.4401,0.4304,3.5752,21.6249,2.0332,19.5914,9.5471,13.0550,15.6035,6.4653,1862.5011,287.1140,64.2084,42.0913,645.8544,296.6093,389.1602,522.1508,RFEnsemble
Coprosma lucida,Is,0.0920,9.5976,15.7839,51.2551,252.5160,0.5306,3.0102,3.6030,1.2178,21345.3945,1677.0035,0.6394,0.7075,0.7048,7241.4116,0.2239,0.9646,0.0689,2.3403,1.4003,0.0303,0.3452,2.3640,2.5743,2.2516,1.7532,3.4922,2.2656,2.5900,1359.6398,186.6668,63.3078,9.3055,438.0371,258.0074,353.9059,282.0443,RFEnsemble
Coprosma lucida,Ds,0.1023,8.6599,14.2420,47.1272,361.3355,0.4133,2.3119,1.9423,0.5276,24303.6230,1101.1073,0.6271,0.7131,0.6977,3597.4539,0.1476,0.3201,0.0159,2.2463,1.1941,0.0310,0.2695,2.1654,2.3221,1.8002,2.0596,2.4953,2.0660,2.4721,459.6378,62.9259,23.6036,7.1666,148.8188,86.6961,95.7489,128.3006,RFEnsemble
Coprosma lucida,I,0.9669,7.8244,12.7281,40.7591,234.1270,5.2722,172.4235,-41.4070,3.9458,22747.2090,1468.8547,1.6072,-0.0323,-0.0394,3088.9763,0.9744,0.2636,-0.9974,12.7245,9.1007,0.4622,3.3773,23.1208,3.4432,19.6773,12.0310,13.7658,17.0584,8.4178,1865.1635,291.8216,61.1234,46.3282,651.5540,299.6041,428.0865,479.3076,RFEnsemble
Coprosma lucida,Gr,-0.1305,-9.9114,-15.3090,-48.6205,-483.3381,0.2038,-2.5520,-1.2954,-0.7952,-22074.3691,-144.9753,0.1770,-0.0988,-0.0570,-498.7634,-0.0146,1.2110,0.0025,1.7668,0.6606,0.0317,-0.1978,1.4960,1.4100,0.0859,2.4839,0.7107,1.4549,1.9525,2.6624,4.7076,-3.0849,4.2369,5.6996,2.9948,38.9263,-42.8432,RFEnsemble
Cyathea cunninghamii,D,0.9917,8.4780,13.8398,43.6433,150.7317,5.4246,174.4285,-38.3641,3.8797,10966.0508,1821.4036,1.4546,-0.0226,-0.0072,1257.1089,0.9869,0.3107,-0.9996,14.7366,8.3623,0.4566,3.1593,24.4037,6.1107,18.2930,13.2502,16.7550,18.8527,10.7888,1500.1146,246.6335,42.1752,48.8448,551.1390,219.0977,310.9170,445.6641,RFEnsemble
Cyathea cunninghamii,Is,0.1113,7.7336,12.6205,40.2311,243.9481,0.3911,1.9925,1.4599,0.6127,24795.8145,1019.3713,0.6144,0.7172,0.6960,3240.7185,0.0854,0.8655,0.0293,1.2742,1.1152,0.0244,0.2305,1.5671,1.2658,1.6695,1.3770,1.4819,1.2520,1.3336,674.8132,95.8091,30.3906,6.8465,220.3660,126.1446,169.5420,153.6870,RFEnsemble
Cyathea cunninghamii,Ds,0.0995,7.6513,12.1961,39.1734,153.9533,0.3515,1.5550,2.6477,1.1065,12074.7871,1882.4174,0.6415,0.7065,0.7073,2875.9021,0.1610,0.9505,0.0252,1.6573,1.2040,0.0251,0.2710,1.5143,2.1289,1.9519,1.4646,2.1725,1.4849,1.9406,826.3693,116.0597,36.9632,6.4402,269.0078,155.4815,222.4928,168.3702,RFEnsemble
Cyathea cunninghamii,I,1.0303,10.9429,17.6319,55.5013,431.3025,5.1668,175.4331,-39.3840,4.7207,38694.5977,1290.6262,1.4971,-0.0197,0.0280,2159.1025,0.9964,-0.5009,-0.9996,12.4794,8.9603,0.4511,3.4883,23.0749,3.2223,19.8524,11.0825,14.5249,17.0102,8.0933,1999.4294,311.2426,64.6777,43.4763,698.2756,312.6179,423.9470,558.0330,RFEnsemble
Cyathea cunninghamii,Gr,0.0385,2.4648,3.7921,11.8580,280.5708,-0.2578,1.0046,-1.0199,0.8409,27728.5469,-530.7773,0.0425,0.0030,0.0352,901.9937,0.0095,-0.8116,-0.0000,-2.2572,0.5980,-0.0055,0.3290,-1.3287,-2.8884,1.5595,-2.1677,-2.2301,-1.8425,-2.6955,499.3148,64.6091,22.5026,-5.3685,147.1365,93.5201,113.0300,112.3689,RFEnsemble
Metrosideros fulgens,D,0.9854,10.6825,17.3057,54.5617,267.6878,5.2416,174.4687,-39.5391,4.3827,25593.3633,1281.9402,1.4993,-0.0191,0.0064,2014.6598,0.9950,-0.2007,-0.9994,13.4068,9.2977,0.4642,3.4322,24.0241,3.9602,20.0638,12.1347,15.2223,17.8504,9.0721,1914.1783,304.2040,59.7401,46.4094,677.5859,296.8863,415.5245,522.2814,RFEnsemble
Metrosideros fulgens,Is,0.1034,8.1766,13.5044,44.1261,273.6259,0.4100,1.4752,1.6776,0.6599,23486.2500,1659.1820,0.5998,0.7226,0.6908,3014.8208,0.2514,0.7830,0.0413,1.6485,0.8573,0.0209,0.2557,1.3377,1.9955,1.4826,1.7098,1.6431,1.4312,1.8922,449.9185,58.7000,23.8859,6.3342,144.6524,84.0314,94.0552,132.5942,RFEnsemble
Metrosideros fulgens,Ds,0.0980,8.3864,13.5805,43.6763,207.3348,0.4502,2.2299,2.3250,0.9252,20692.5566,1170.9441,0.6341,0.7108,0.7031,3766.8137,0.0974,0.9795,0.0256,1.7269,0.9402,0.0185,0.2789,1.5387,2.0996,1.6730,1.5133,2.3691,1.5643,1.9903,1048.1298,144.8491,48.2422,7.8597,335.9256,200.3400,279.3309,206.1308,RFEnsemble
Metrosideros fulgens,I,1.1204,15.5488,24.1954,77.1010,589.9214,5.0063,175.9084,-39.2410,4.5284,28018.2129,1837.0546,1.4227,0.0007,0.0270,3095.7935,0.9679,-0.6220,-0.9991,11.9206,6.9680,0.4083,3.2375,21.2161,4.1465,17.0697,10.2255,14.2223,16.1626,7.9073,1975.3550,298.6189,70.0828,40.9479,686.5414,313.2786,400.4325,580.5787,RFEnsemble
Metrosideros fulgens,Gr,0.1350,4.8663,6.8897,22.5393,322.2336,-0.2352,1.4397,0.2981,0.1457,2424.8496,555.1144,-0.0766,0.0198,0.0206,1081.1337,-0.0271,-0.4212,0.0003,-1.4862,-2.3297,-0.0558,-0.1947,-2.8079,0.1863,-2.9941,-1.9092,-1.0000,-1.6879,-1.1648,61.1766,-5.5851,10.3427,-5.4615,8.9554,16.3923,-15.0920,58.2972,RFEnsemble
Dicksonia squarrosa,D,0.9754,7.6926,12.8497,40.2589,168.7073,5.4014,174.4244,-39.3992,4.0185,20943.6504,1432.6108,1.5629,-0.0089,-0.0009,1043.4070,0.9905,0.1233,-0.9992,13.9934,9.2596,0.4695,3.3434,24.4165,4.6737,19.7431,12.6470,15.8560,18.3195,9.7739,1499.2423,245.1833,42.9065,48.2586,543.5663,222.7193,316.0319,433.0002,RFEnsemble
Dicksonia squarrosa,Is,0.1161,10.2811,16.8224,54.7724,294.8638,0.4573,3.1252,2.5790,0.9046,25745.8164,1358.4519,0.5837,0.7158,0.6978,7352.2793,0.1542,0.7402,0.0649,1.6919,1.3564,0.0285,0.3530,1.6637,2.1670,2.2907,1.6510,2.3777,1.5455,1.9628,1167.7628,166.4023,52.2652,6.5254,385.2477,216.5251,318.2293,232.7005,RFEnsemble
Dicksonia squarrosa,Ds,0.0919,6.1938,10.2389,32.4399,141.1659,0.3819,2.2623,2.8825,1.1304,18665.3926,1508.6259,0.6797,0.7081,0.7061,2444.2681,0.1376,0.9924,0.0391,1.6936,0.9912,0.0175,0.2603,1.6101,2.0284,1.7169,1.4540,2.2941,1.6197,1.9058,681.3961,94.7384,31.6554,7.9220,219.1434,130.4657,169.5490,154.2073,RFEnsemble
Dicksonia squarrosa,I,1.0556,15.7883,24.6661,78.9374,585.9821,4.9282,173.8439,-40.7973,4.5110,35393.4375,1505.3329,1.4103,-0.0240,0.0140,5278.8252,0.9880,-0.6724,-0.9979,11.2167,8.2664,0.4324,3.4621,21.5137,2.4250,19.0885,10.1534,12.8420,15.7039,6.8519,2303.8333,350.8124,80.3707,41.6542,792.1550,376.0225,511.1727,601.7895,RFEnsemble
Dicksonia squarrosa,Gr,0.0802,8.0956,11.8164,38.6784,417.2747,-0.4732,-0.5805,-1.3981,0.4925,14449.7871,72.7220,-0.1525,-0.0151,0.0149,4235.4180,-0.0024,-0.7956,0.0013,-2.7767,-0.9933,-0.0371,0.1188,-2.9028,-2.2487,-0.6546,-2.4936,-3.0140,-2.6155,-2.9219,804.5909,105.6291,37.4642,-6.6044,248.5887,153.3032,195.1408,168.7893,RFEnsemble
Neomyrtus pedunculata,D,1.0499,6.7366,11.0233,35.0860,530.0398,5.2600,174.0178,-40.8015,4.5735,68341.7344,1706.9717,1.3493,0.2147,-0.0168,1345.6697,0.9799,-0.0734,-0.9996,11.3003,8.8492,0.4468,3.5160,22.0109,2.1652,19.8456,10.3728,12.8182,15.8623,6.8765,1503.2803,226.5535,48.2971,41.6204,517.0734,238.2041,331.3133,415.6978,RFEnsemble
Neomyrtus pedunculata,Is,0.1092,9.7798,15.7440,51.1900,328.9006,0.5182,2.9501,2.8261,0.9293,22257.5352,1103.5583,0.6318,0.7070,0.7056,7074.6064,0.1636,0.9271,0.0482,2.1451,1.3643,0.0313,0.3361,2.1192,2.3740,2.1454,1.9066,3.0016,2.0031,2.4130,1089.2495,150.9777,49.5738,8.9637,353.5064,204.1094,276.0217,239.4899,RFEnsemble
Neomyrtus pedunculata,Ds,0.0990,6.1882,9.8869,31.5619,324.1358,0.3708,3.2011,3.2997,0.9309,35722.8203,1410.5554,0.5230,0.7129,0.6673,2487.8821,0.1997,0.9973,0.0301,1.5254,0.9892,0.0212,0.3337,1.8674,1.5108,1.8596,1.5900,2.1361,1.5729,1.6138,431.4490,59.3631,18.2042,5.0696,143.5258,71.3321,78.1245,135.8499,RFEnsemble
Neomyrtus pedunculata,I,1.0075,13.0472,20.6363,65.7805,435.5796,5.1540,173.0159,-41.5282,4.4094,32027.4414,1331.9565,1.4841,-0.0475,-0.0019,3825.8228,0.9851,-0.3753,-0.9973,11.7333,9.1185,0.4518,3.5342,22.5285,2.3636,20.1648,10.8828,13.0653,16.2752,7.2294,1852.4858,289.3117,61.8615,44.9462,644.8547,297.1121,411.1144,485.8787,RFEnsemble
Neomyrtus pedunculata,Gr,-0.0424,6.3107,9.6130,30.6945,-94.4602,-0.1060,-1.0018,-0.7267,-0.1641,-36314.2930,-375.0151,0.1348,-0.2622,0.0149,2480.1531,0.0052,-0.3019,0.0022,0.4329,0.2693,0.0051,0.0182,0.5177,0.1984,0.3192,0.5100,0.2472,0.4129,0.3529,349.2056,62.7581,13.5644,3.3258,127.7814,58.9080,79.8011,70.1809,RFEnsemble
Pseudowintera colorata,D,1.0206,6.3062,10.1617,32.6170,376.6555,5.2559,172.9114,-41.9216,4.3256,37668.2500,2006.2733,1.5647,-0.0433,-0.0145,1939.5972,0.9883,-0.1014,-0.9984,11.6443,8.6660,0.4523,3.3501,21.8928,2.7201,19.1729,10.6823,13.1586,15.9618,7.4010,1566.2426,240.9756,50.6858,43.0981,541.7344,247.5939,339.8675,425.3744,RFEnsemble
Pseudowintera colorata,Is,0.1105,9.4964,15.8177,51.9244,325.2461,0.4937,3.2171,2.7778,0.8056,23408.0957,988.4648,0.6059,0.7194,0.6939,7426.0166,0.1349,0.8388,0.0396,2.0856,1.3283,0.0328,0.3294,2.1094,2.2150,2.0448,1.7823,3.1226,1.9563,2.3427,1304.3146,180.8720,59.6899,8.6214,423.9426,244.8375,336.9770,276.6407,RFEnsemble
Pseudowintera colorata,Ds,0.1005,8.0700,12.7420,41.4139,362.4438,0.5274,3.1038,3.3084,1.0854,35565.9609,1603.3727,0.5841,0.6986,0.7141,4879.9272,0.1529,0.9948,0.0568,1.7174,1.2350,0.0316,0.3534,1.7856,2.0608,2.1419,1.7055,2.1994,1.6512,1.9007,584.6077,80.8666,25.2086,6.3961,190.7693,103.7424,130.4762,157.8798,RFEnsemble
Pseudowintera colorata,I,1.0319,16.0982,25.4857,81.3546,533.1779,5.0690,172.6611,-41.9319,4.5017,35492.1719,1305.4082,1.4301,0.0097,-0.0286,4738.0610,0.9909,-0.5445,-0.9992,11.1150,8.8460,0.4429,3.5609,21.8982,1.9394,19.9590,10.4335,12.2104,15.6917,6.5781,2064.3562,315.5439,73.2316,42.9006,708.9943,340.8893,469.6464,524.7648,RFEnsemble
Pseudowintera colorata,Gr,0.0112,9.7919,15.3239,48.7375,156.5224,-0.1869,-0.2503,-0.0103,0.1761,-2176.0781,-700.8651,-0.1346,0.0529,-0.0141,2798.4639,0.0026,-0.4431,-0.0008,-0.5293,0.1800,-0.0094,0.2108,0.0054,-0.7807,0.7861,-0.2488,-0.9482,-0.2700,-0.8229,498.1136,74.5683,22.5458,-0.1975,167.2599,93.2954,129.7789,99.3904,RFEnsemble
